Unnamed: 0,prdtypecode,prdtypecode_encoded,libelle_type_code
838,1281,8,Jeux de société
839,1920,14,Linge de maison
840,2583,23,Équipement piscine & spa
841,1281,8,Jeux de société
842,2403,19,Lots Livres / Magasines & Manga & BD
843,2280,18,Magasine
844,1320,12,Puériculture
845,1280,7,Jouets & Enfant
846,2280,18,Magasine
847,2522,21,Fournitures Papeterie
848,2583,23,Équipement piscine & spa
849,2522,21,Fournitures Papeterie
850,2582,22,Mobilier de jardin
851,1280,7,Jouets & Enfant
852,2280,18,Magasine
853,2522,21,Fournitures Papeterie
854,2522,21,Fournitures Papeterie
855,1302,11,Sports & Loisirs
856,1280,7,Jouets & Enfant
857,1280,7,Jouets & Enfant
858,1281,8,Jeux de société
859,40,1,Jeux vidéo et accessoires
860,1302,11,Sports & Loisirs
861,2522,21,Fournitures Papeterie
862,2582,22,Mobilier de jardin
863,1920,14,Linge de maison
864,2705,25,Livres littérature et fiction
865,2522,21,Fournitures Papeterie
866,1280,7,Jouets & Enfant
867,2583,23,Équipement piscine & spa
868,1160,5,Cartes à collectionner
869,1560,13,Maison
870,2582,22,Mobilier de jardin
871,2705,25,Livres littérature et fiction
872,2582,22,Mobilier de jardin
873,2403,19,Lots Livres / Magasines & Manga & BD
874,2582,22,Mobilier de jardin
875,2583,23,Équipement piscine & spa
876,1302,11,Sports & Loisirs
877,2280,18,Magasine
878,2403,19,Lots Livres / Magasines & Manga & BD
879,2705,25,Livres littérature et fiction
880,1560,13,Maison
881,2583,23,Équipement piscine & spa
882,1320,12,Puériculture
883,2583,23,Équipement piscine & spa
884,1281,8,Jeux de société
885,1560,13,Maison
886,1281,8,Jeux de société
887,1920,14,Linge de maison
888,1920,14,Linge de maison
889,1140,4,Figurines & univers geek
890,2583,23,Équipement piscine & spa
891,2060,16,Décoration
892,2462,20,Lots consoles & jeux
893,1160,5,Cartes à collectionner
894,50,2,Accessoires gaming
895,2280,18,Magasine
896,2403,19,Lots Livres / Magasines & Manga & BD
897,1300,9,Véhicules RC & miniatures
898,2522,21,Fournitures Papeterie
899,2060,16,Décoration
900,2462,20,Lots consoles & jeux
901,1300,9,Véhicules RC & miniatures
902,2522,21,Fournitures Papeterie
903,1920,14,Linge de maison
904,2060,16,Décoration
905,1920,14,Linge de maison
906,2280,18,Magasine
907,2583,23,Équipement piscine & spa
908,1560,13,Maison
909,1300,9,Véhicules RC & miniatures
910,2403,19,Lots Livres / Magasines & Manga & BD
911,2583,23,Équipement piscine & spa
912,2583,23,Équipement piscine & spa
913,1281,8,Jeux de société
914,2583,23,Équipement piscine & spa
915,2060,16,Décoration
916,1140,4,Figurines & univers geek
917,1280,7,Jouets & Enfant
918,1160,5,Cartes à collectionner
919,2583,23,Équipement piscine & spa
920,2403,19,Lots Livres / Magasines & Manga & BD
921,2583,23,Équipement piscine & spa
922,2583,23,Équipement piscine & spa
923,1160,5,Cartes à collectionner
924,2220,17,Animalerie
925,1560,13,Maison
926,1280,7,Jouets & Enfant
927,2583,23,Équipement piscine & spa
928,2583,23,Équipement piscine & spa
929,10,0,Livres loisirs et société
930,1281,8,Jeux de société
931,1560,13,Maison
932,40,1,Jeux vidéo et accessoires
933,1302,11,Sports & Loisirs
934,2583,23,Équipement piscine & spa
935,2060,16,Décoration
936,2582,22,Mobilier de jardin
937,1560,13,Maison
938,1320,12,Puériculture
939,2403,19,Lots Livres / Magasines & Manga & BD
940,2060,16,Décoration
941,2280,18,Magasine
942,1560,13,Maison
943,1920,14,Linge de maison
944,40,1,Jeux vidéo et accessoires
945,1301,10,Chaussettes bébé
946,2583,23,Équipement piscine & spa
947,2403,19,Lots Livres / Magasines & Manga & BD
948,2585,24,Outillage de jardin
949,2403,19,Lots Livres / Magasines & Manga & BD
950,50,2,Accessoires gaming
951,50,2,Accessoires gaming
952,2705,25,Livres littérature et fiction
953,2585,24,Outillage de jardin
954,2583,23,Équipement piscine & spa
955,1560,13,Maison
956,2582,22,Mobilier de jardin
957,2403,19,Lots Livres / Magasines & Manga & BD
958,50,2,Accessoires gaming
959,1920,14,Linge de maison
960,1140,4,Figurines & univers geek
961,1300,9,Véhicules RC & miniatures
962,1560,13,Maison
963,1320,12,Puériculture
964,2583,23,Équipement piscine & spa
965,1160,5,Cartes à collectionner
966,1300,9,Véhicules RC & miniatures
967,1560,13,Maison
968,2403,19,Lots Livres / Magasines & Manga & BD
969,2583,23,Équipement piscine & spa
970,60,3,Consoles rétro
971,1280,7,Jouets & Enfant
972,1560,13,Maison
973,2583,23,Équipement piscine & spa
974,1300,9,Véhicules RC & miniatures
975,2060,16,Décoration
976,2522,21,Fournitures Papeterie
977,1300,9,Véhicules RC & miniatures
978,1280,7,Jouets & Enfant
979,2280,18,Magasine
980,2583,23,Équipement piscine & spa
981,2280,18,Magasine
982,2583,23,Équipement piscine & spa
983,2060,16,Décoration
984,2582,22,Mobilier de jardin
985,2582,22,Mobilier de jardin
986,2220,17,Animalerie
987,1281,8,Jeux de société
988,50,2,Accessoires gaming
989,1301,10,Chaussettes bébé
990,1320,12,Puériculture
991,2583,23,Équipement piscine & spa
992,1920,14,Linge de maison
993,2583,23,Équipement piscine & spa
994,2583,23,Équipement piscine & spa
995,2583,23,Équipement piscine & spa
996,1300,9,Véhicules RC & miniatures
997,1280,7,Jouets & Enfant
998,1560,13,Maison
999,1180,6,Jeux de figurines & wargames
1000,2403,19,Lots Livres / Magasines & Manga & BD
1001,1300,9,Véhicules RC & miniatures
1002,2583,23,Équipement piscine & spa
1003,1560,13,Maison
1004,10,0,Livres loisirs et société
1005,1160,5,Cartes à collectionner
1006,1300,9,Véhicules RC & miniatures
1007,1320,12,Puériculture
1008,1302,11,Sports & Loisirs
1009,1320,12,Puériculture
1010,2583,23,Équipement piscine & spa
1011,50,2,Accessoires gaming
1012,40,1,Jeux vidéo et accessoires
1013,10,0,Livres loisirs et société
1014,50,2,Accessoires gaming
1015,2403,19,Lots Livres / Magasines & Manga & BD
1016,2583,23,Équipement piscine & spa
1017,2280,18,Magasine
1018,1320,12,Puériculture
1019,2280,18,Magasine
1020,2905,26,Jeux en téléchargement
1021,2403,19,Lots Livres / Magasines & Manga & BD
1022,1920,14,Linge de maison
1023,2705,25,Livres littérature et fiction
1024,2403,19,Lots Livres / Magasines & Manga & BD
1025,1920,14,Linge de maison
1026,2522,21,Fournitures Papeterie
1027,10,0,Livres loisirs et société
1028,2585,24,Outillage de jardin
1029,1302,11,Sports & Loisirs
1030,1300,9,Véhicules RC & miniatures
1031,1320,12,Puériculture
1032,1180,6,Jeux de figurines & wargames
1033,1160,5,Cartes à collectionner
1034,50,2,Accessoires gaming
1035,2403,19,Lots Livres / Magasines & Manga & BD
1036,1160,5,Cartes à collectionner
1037,2585,24,Outillage de jardin
1038,2060,16,Décoration
1039,40,1,Jeux vidéo et accessoires
1040,1920,14,Linge de maison
1041,1302,11,Sports & Loisirs
1042,10,0,Livres loisirs et société
1043,2522,21,Fournitures Papeterie
1044,1920,14,Linge de maison
1045,2582,22,Mobilier de jardin
1046,2522,21,Fournitures Papeterie
1047,2583,23,Équipement piscine & spa
1048,2585,24,Outillage de jardin
1049,2220,17,Animalerie
1050,1280,7,Jouets & Enfant
1051,1281,8,Jeux de société
1052,2280,18,Magasine
1053,10,0,Livres loisirs et société
1054,1280,7,Jouets & Enfant
1055,1300,9,Véhicules RC & miniatures
1056,40,1,Jeux vidéo et accessoires
1057,1302,11,Sports & Loisirs
1058,2522,21,Fournitures Papeterie
1059,2522,21,Fournitures Papeterie
1060,1320,12,Puériculture
1061,1160,5,Cartes à collectionner
1062,10,0,Livres loisirs et société
1063,1302,11,Sports & Loisirs
1064,2280,18,Magasine
1065,1140,4,Figurines & univers geek
1066,2522,21,Fournitures Papeterie
1067,2403,19,Lots Livres / Magasines & Manga & BD
1068,2705,25,Livres littérature et fiction
1069,1280,7,Jouets & Enfant
1070,2583,23,Équipement piscine & spa
1071,2583,23,Équipement piscine & spa
1072,2522,21,Fournitures Papeterie
1073,1300,9,Véhicules RC & miniatures
1074,2522,21,Fournitures Papeterie
1075,1560,13,Maison
1076,1160,5,Cartes à collectionner
1077,2403,19,Lots Livres / Magasines & Manga & BD
1078,1560,13,Maison
1079,2060,16,Décoration
1080,1300,9,Véhicules RC & miniatures
1081,2522,21,Fournitures Papeterie
1082,1300,9,Véhicules RC & miniatures
1083,50,2,Accessoires gaming
1084,1302,11,Sports & Loisirs
1085,2905,26,Jeux en téléchargement
1086,1300,9,Véhicules RC & miniatures
1087,2583,23,Équipement piscine & spa
1088,2060,16,Décoration
1089,1160,5,Cartes à collectionner
1090,2583,23,Équipement piscine & spa
1091,50,2,Accessoires gaming
1092,50,2,Accessoires gaming
1093,1281,8,Jeux de société
1094,1281,8,Jeux de société
1095,1920,14,Linge de maison
1096,1560,13,Maison
1097,1160,5,Cartes à collectionner
1098,2583,23,Équipement piscine & spa
1099,2582,22,Mobilier de jardin
1100,1320,12,Puériculture
1101,1160,5,Cartes à collectionner
1102,2585,24,Outillage de jardin
1103,2403,19,Lots Livres / Magasines & Manga & BD
1104,1160,5,Cartes à collectionner
1105,1300,9,Véhicules RC & miniatures
1106,2705,25,Livres littérature et fiction
1107,2403,19,Lots Livres / Magasines & Manga & BD
1108,2705,25,Livres littérature et fiction
1109,50,2,Accessoires gaming
1110,2280,18,Magasine
1111,2060,16,Décoration
1112,1280,7,Jouets & Enfant
1113,2060,16,Décoration
1114,2583,23,Équipement piscine & spa
1115,2522,21,Fournitures Papeterie
1116,2060,16,Décoration
1117,1560,13,Maison
1118,2403,19,Lots Livres / Magasines & Manga & BD
1119,50,2,Accessoires gaming
1120,2905,26,Jeux en téléchargement
1121,1302,11,Sports & Loisirs
1122,1300,9,Véhicules RC & miniatures
1123,2583,23,Équipement piscine & spa
1124,2905,26,Jeux en téléchargement
1125,2705,25,Livres littérature et fiction
1126,2583,23,Équipement piscine & spa
1127,2060,16,Décoration
1128,1560,13,Maison
1129,10,0,Livres loisirs et société
1130,2522,21,Fournitures Papeterie
1131,2522,21,Fournitures Papeterie
1132,2905,26,Jeux en téléchargement
1133,1320,12,Puériculture
1134,2403,19,Lots Livres / Magasines & Manga & BD
1135,1920,14,Linge de maison
1136,2220,17,Animalerie
1137,1300,9,Véhicules RC & miniatures
1138,60,3,Consoles rétro
1139,1180,6,Jeux de figurines & wargames
1140,2403,19,Lots Livres / Magasines & Manga & BD
1141,2705,25,Livres littérature et fiction
1142,1560,13,Maison
1143,1560,13,Maison
1144,1560,13,Maison
1145,1560,13,Maison
1146,1560,13,Maison
1147,2060,16,Décoration
1148,2585,24,Outillage de jardin
1149,2583,23,Équipement piscine & spa
1150,1180,6,Jeux de figurines & wargames
1151,2060,16,Décoration
1152,40,1,Jeux vidéo et accessoires
1153,2462,20,Lots consoles & jeux
1154,2583,23,Équipement piscine & spa
1155,2280,18,Magasine
1156,1302,11,Sports & Loisirs
1157,2705,25,Livres littérature et fiction
1158,1560,13,Maison
1159,1160,5,Cartes à collectionner
1160,1320,12,Puériculture
1161,1320,12,Puériculture
1162,2583,23,Équipement piscine & spa
1163,2705,25,Livres littérature et fiction
1164,1281,8,Jeux de société
1165,1920,14,Linge de maison
1166,2705,25,Livres littérature et fiction
1167,2585,24,Outillage de jardin
1168,2403,19,Lots Livres / Magasines & Manga & BD
1169,40,1,Jeux vidéo et accessoires
1170,1560,13,Maison
1171,2905,26,Jeux en téléchargement
1172,1140,4,Figurines & univers geek
1173,2280,18,Magasine
1174,2060,16,Décoration
1175,2582,22,Mobilier de jardin
1176,10,0,Livres loisirs et société
1177,2060,16,Décoration
1178,60,3,Consoles rétro
1179,2583,23,Équipement piscine & spa
1180,1140,4,Figurines & univers geek
1181,1320,12,Puériculture
1182,2462,20,Lots consoles & jeux
1183,2522,21,Fournitures Papeterie
1184,2583,23,Équipement piscine & spa
1185,10,0,Livres loisirs et société
1186,1300,9,Véhicules RC & miniatures
1187,2220,17,Animalerie
1188,1920,14,Linge de maison
1189,2522,21,Fournitures Papeterie
1190,1300,9,Véhicules RC & miniatures
1191,2462,20,Lots consoles & jeux
1192,2583,23,Équipement piscine & spa
1193,1560,13,Maison
1194,2583,23,Équipement piscine & spa
1195,2403,19,Lots Livres / Magasines & Manga & BD
1196,2522,21,Fournitures Papeterie
1197,2280,18,Magasine
1198,2585,24,Outillage de jardin
1199,2522,21,Fournitures Papeterie
1200,2585,24,Outillage de jardin
1201,1560,13,Maison
1202,2403,19,Lots Livres / Magasines & Manga & BD
1203,1280,7,Jouets & Enfant
1204,1280,7,Jouets & Enfant
1205,1300,9,Véhicules RC & miniatures
1206,2585,24,Outillage de jardin
1207,40,1,Jeux vidéo et accessoires
1208,10,0,Livres loisirs et société
1209,1300,9,Véhicules RC & miniatures
1210,1300,9,Véhicules RC & miniatures
1211,1302,11,Sports & Loisirs
1212,2403,19,Lots Livres / Magasines & Manga & BD
1213,2403,19,Lots Livres / Magasines & Manga & BD
1214,1160,5,Cartes à collectionner
1215,2583,23,Équipement piscine & spa
1216,2522,21,Fournitures Papeterie
1217,2220,17,Animalerie
1218,10,0,Livres loisirs et société
1219,1180,6,Jeux de figurines & wargames
1220,1560,13,Maison
1221,10,0,Livres loisirs et société
1222,2905,26,Jeux en téléchargement
1223,1320,12,Puériculture
1224,2583,23,Équipement piscine & spa
1225,2583,23,Équipement piscine & spa
1226,2582,22,Mobilier de jardin
1227,1140,4,Figurines & univers geek
1228,1320,12,Puériculture
1229,1560,13,Maison
1230,10,0,Livres loisirs et société
1231,50,2,Accessoires gaming
1232,2522,21,Fournitures Papeterie
1233,2280,18,Magasine
1234,1300,9,Véhicules RC & miniatures
1235,2583,23,Équipement piscine & spa
1236,2060,16,Décoration
1237,1160,5,Cartes à collectionner
1238,1560,13,Maison
1239,1300,9,Véhicules RC & miniatures
1240,2280,18,Magasine
1241,1280,7,Jouets & Enfant
1242,2583,23,Équipement piscine & spa
1243,1920,14,Linge de maison
1244,2280,18,Magasine
1245,2582,22,Mobilier de jardin
1246,1300,9,Véhicules RC & miniatures
1247,2280,18,Magasine
1248,1320,12,Puériculture
1249,2522,21,Fournitures Papeterie
1250,2583,23,Équipement piscine & spa
1251,1560,13,Maison
1252,1281,8,Jeux de société
1253,1560,13,Maison
1254,50,2,Accessoires gaming
1255,2582,22,Mobilier de jardin
1256,1560,13,Maison
1257,2583,23,Équipement piscine & spa
1258,2522,21,Fournitures Papeterie
1259,2583,23,Équipement piscine & spa
1260,2220,17,Animalerie
1261,1160,5,Cartes à collectionner
1262,2582,22,Mobilier de jardin
1263,2583,23,Équipement piscine & spa
1264,2280,18,Magasine
1265,1300,9,Véhicules RC & miniatures
1266,2462,20,Lots consoles & jeux
1267,2583,23,Équipement piscine & spa
1268,2403,19,Lots Livres / Magasines & Manga & BD
1269,2522,21,Fournitures Papeterie
1270,50,2,Accessoires gaming
1271,1300,9,Véhicules RC & miniatures
1272,2582,22,Mobilier de jardin
1273,1140,4,Figurines & univers geek
1274,2280,18,Magasine
1275,2403,19,Lots Livres / Magasines & Manga & BD
1276,1280,7,Jouets & Enfant
1277,2220,17,Animalerie
1278,1281,8,Jeux de société
1279,2583,23,Équipement piscine & spa
1280,1140,4,Figurines & univers geek
1281,1140,4,Figurines & univers geek
1282,2583,23,Équipement piscine & spa
1283,1940,15,Epicerie
1284,2060,16,Décoration
1285,50,2,Accessoires gaming
1286,1140,4,Figurines & univers geek
1287,1920,14,Linge de maison
1288,2582,22,Mobilier de jardin
1289,1140,4,Figurines & univers geek
1290,2220,17,Animalerie
1291,1281,8,Jeux de société
1292,1920,14,Linge de maison
1293,1280,7,Jouets & Enfant
1294,2220,17,Animalerie
1295,2060,16,Décoration
1296,40,1,Jeux vidéo et accessoires
1297,2060,16,Décoration
1298,1280,7,Jouets & Enfant
1299,1140,4,Figurines & univers geek
1300,1300,9,Véhicules RC & miniatures
1301,2280,18,Magasine
1302,1140,4,Figurines & univers geek
1303,2060,16,Décoration
1304,2583,23,Équipement piscine & spa
1305,50,2,Accessoires gaming
1306,1560,13,Maison
1307,1940,15,Epicerie
1308,2280,18,Magasine
1309,1180,6,Jeux de figurines & wargames
1310,2583,23,Équipement piscine & spa
1311,1300,9,Véhicules RC & miniatures
1312,1320,12,Puériculture
1313,1280,7,Jouets & Enfant
1314,2280,18,Magasine
1315,2583,23,Équipement piscine & spa
1316,1320,12,Puériculture
1317,1281,8,Jeux de société
1318,1300,9,Véhicules RC & miniatures
1319,2583,23,Équipement piscine & spa
1320,2403,19,Lots Livres / Magasines & Manga & BD
1321,2403,19,Lots Livres / Magasines & Manga & BD
1322,1300,9,Véhicules RC & miniatures
1323,1180,6,Jeux de figurines & wargames
1324,1940,15,Epicerie
1325,2705,25,Livres littérature et fiction
1326,1140,4,Figurines & univers geek
1327,2060,16,Décoration
1328,1300,9,Véhicules RC & miniatures
1329,2583,23,Équipement piscine & spa
1330,1560,13,Maison
1331,2522,21,Fournitures Papeterie
1332,1560,13,Maison
1333,1301,10,Chaussettes bébé
1334,2280,18,Magasine
1335,40,1,Jeux vidéo et accessoires
1336,1300,9,Véhicules RC & miniatures
1337,1281,8,Jeux de société
1338,2280,18,Magasine
1339,2060,16,Décoration
1340,1160,5,Cartes à collectionner
1341,2403,19,Lots Livres / Magasines & Manga & BD
1342,1320,12,Puériculture
1343,1280,7,Jouets & Enfant
1344,1920,14,Linge de maison
1345,2403,19,Lots Livres / Magasines & Manga & BD
1346,2582,22,Mobilier de jardin
1347,2583,23,Équipement piscine & spa
1348,1280,7,Jouets & Enfant
1349,1302,11,Sports & Loisirs
1350,2522,21,Fournitures Papeterie
1351,1560,13,Maison
1352,2522,21,Fournitures Papeterie
1353,1300,9,Véhicules RC & miniatures
1354,2403,19,Lots Livres / Magasines & Manga & BD
1355,1920,14,Linge de maison
1356,2403,19,Lots Livres / Magasines & Manga & BD
1357,2522,21,Fournitures Papeterie
1358,1920,14,Linge de maison
1359,1280,7,Jouets & Enfant
1360,2583,23,Équipement piscine & spa
1361,1920,14,Linge de maison
1362,1280,7,Jouets & Enfant
1363,1160,5,Cartes à collectionner
1364,2060,16,Décoration
1365,50,2,Accessoires gaming
1366,2280,18,Magasine
1367,1280,7,Jouets & Enfant
1368,2280,18,Magasine
1369,10,0,Livres loisirs et société
1370,1301,10,Chaussettes bébé
1371,2583,23,Équipement piscine & spa
1372,1280,7,Jouets & Enfant
1373,1280,7,Jouets & Enfant
1374,2280,18,Magasine
1375,2705,25,Livres littérature et fiction
1376,10,0,Livres loisirs et société
1377,1302,11,Sports & Loisirs
1378,1280,7,Jouets & Enfant
1379,1920,14,Linge de maison
1380,1300,9,Véhicules RC & miniatures
1381,1560,13,Maison
1382,2585,24,Outillage de jardin
1383,1560,13,Maison
1384,2060,16,Décoration
1385,1920,14,Linge de maison
1386,1160,5,Cartes à collectionner
1387,1302,11,Sports & Loisirs
1388,2060,16,Décoration
